Company Name,Website,Source,Phone Number,Contact Person,Contact Title,Contact Email,Founder Source,All Emails Found
Western Nut Company,https://www.westernut.com,OSM (fill),05930712434018791660,Western Nut,owner,western.nut@westernut.com,website,info@westernut.com; support@gist-apps.com; western.nut@westernut.com
Ibiza Ultralounge,https://www.ibizaslc.com,OSM (fill),054936319,,,info@ibizaslc.com,none,info@ibizaslc.com
Security Finance,https://www.security-finance.com/locations/salt-lake-city-ut-1268,OSM (fill),0200520,What We,Team Member,what.we@security-finance.com,website,ut_1268@sfcbranches.com; what.we@security-finance.com
Wiseguys Comedy Club,https://www.wiseguyscomedy.com,OSM (fill),027179136,,,faysal.bohmo@gmail.com,none,faysal.bohmo@gmail.com; wiseguys2001@gmail.com; wiseguysjlopenmic@gmail.com; wiseguysopenmic@gmail.com
Land Of Salt,https://www.thelandofsalt.com,OSM (fill),0220220,Erica Hoggan,founder,erica.hoggan@thelandofsalt.com,website,support@thelandofsalt.com; erica.hoggan@thelandofsalt.com
Quarters,https://www.quartersslc.com/downtown,OSM (fill),04900491,Quarters Arcade,owner,quarters@quartersslc.com,website,info@quartersslc.com; support@schedulista.com; thedlc@quartersslc.com; quarters@quartersslc.com
E3 Modern,https://boozetiqueslc.com,OSM (fill),0260325,,,hi@mystore.com,none,hi@mystore.com
Banana Republic,https://bananarepublic.gap.com/stores/ut/saltlakecity/banana-republic-4865.html,OSM (fill),0260804,Banana Republic,cto,banana.republic@bananarepublic.gap.com,website,faysal.bohmo@gmail.com; banana.republic@bananarepublic.gap.com
Mattress Dealzz,https://mattressdealzz.com,OSM (fill),09384207714648171450,Bed Frames,cto,bed@mattressdealzz.com,website,dreams@mattressdealzz.com; bed@mattressdealzz.com
Salt & Honey,https://www.saltandhoneymarket.com,OSM (fill),09756097561,Ashley Collett,Founder,ashley@saltandhoneymarket.com,website,ashleyc@saltandhoneymarket.com; audreyo@saltandhoneymarket.com; christinas@saltandhoneymarket.com; emmai@saltandhoneymarket.com; mackenziej@saltandhoneymarket.com; product_9th@saltandhoneymarket.com; rachaels@saltandhoneymarket.com; shelbyl@saltandhoneymarket.com; shellyk@saltandhoneymarket.com; taylors@saltandhoneymarket.com; ashley@saltandhoneymarket.com
Wingstop,https://wingstop.com,OSM (fill),04900491,,,helpdesk@wingstop.com,none,helpdesk@wingstop.com
Harley-Davidson,https://www.harleydavidsonofsaltlakecity.com/service,OSM (fill),+18558975518,Joe Timmons,owner,joe.timmons@harleydavidsonofsaltlakecity.com,website,bcutler@utahharley.com; cwilliams@utahharley.com; dhutchens@utahharley.com; gpinette@utahharley.com; jclark@utahharley.com; tspratt@utahharley.com; joe.timmons@harleydavidsonofsaltlakecity.com
Vessel Kitchen,https://www.vesselkitchen.com,OSM (fill),0575383,Alana Babington,DIRECTOR,alana.babington@vesselkitchen.com,website,info@vesselkitchen.com; alana.babington@vesselkitchen.com
Salt Wax Society,https://www.saltwaxsociety.com,OSM (fill),01320137,Monique Faddis,Founder,monique@saltwaxsociety.com,website,monique@saltwaxsociety.com
Red Balloon Toy Store,https://www.redballoontoystore.com/pages/millcreek-location-page,OSM (fill),02086779569585956217,,,customers@redballoontoystore.com,none,customers@redballoontoystore.com
Bout Time Pub & Grub,https://www.bouttimepub.com/locations/west-valley-highbury-shopping-centre,OSM (fill),0250226,Grant Pope,Manager,grant.pope@bouttimepub.com,website,office@bouttimepub.com; grant.pope@bouttimepub.com
USGS - Utah Water Science Center,https://www.usgs.gov/centers/ut-water,OSM (fill),+18882758747,Past Directors,Director,past@usgs.gov,website,usgspress@usgs.gov; past@usgs.gov
"At Your Service Plumbing, Heating & Air",https://www.atyourserviceutah.com,OSM (fill),0260623,,,dispatcher@yourserviceutah.com,none,dispatcher@yourserviceutah.com
Golden Pearl,https://www.goldenpearlut.com,OSM (fill),01320137,,,goldenpearlut@gmail.com,none,goldenpearlut@gmail.com
Hamachi,https://hamachisushibar.com,OSM (fill),01445152,,,hamachilehi@gmail.com,none,admin@hamachisushibar.com; hamachilehi@gmail.com; hamachislc@gmail.com
Tecovas,https://www.tecovas.com/stores/salt-lake-city,OSM (fill),02816901408450,Paul Hedrick,founder,paul.hedrick@tecovas.com,website,info@afterpay.com; alton.chaney@tecovas.com; demo@tecovas.com; howdy@tecovas.com; paul.hedrick@tecovas.com
Chile-Tepin,https://www.chile-tepin.com/home,OSM (fill),0188211,,,laschangas.llc@gmail.com,none,laschangas.llc@gmail.com
Inn on the Hill,https://www.inn-on-the-hill.com,OSM (fill),025062207,,,info@innonthehillslc.com,none,info@innonthehillslc.com
Felt Bar & Eatery,https://feltslc.com,OSM (fill),0537950,,,info@feltslc.com,none,info@feltslc.com
Repeal,https://repealutah.com,OSM (fill),026024535,,,marketing@prohibitionutah.com,none,marketing@prohibitionutah.com
Tosh's Ramen,https://toshsramenslc.com,OSM (fill),0331220,,,toshsramenslc@gmail.com,none,toshsramenslc@gmail.com
Tinker's Cat Cafe,https://www.tinkerscatcafe.com,OSM (fill),08745580,,,faysal.bohmo@gmail.com,none,faysal.bohmo@gmail.com
Water Witch,https://waterwitchbar.com,OSM (fill),03861408876,,,info@waterwitchbar.com,none,info@waterwitchbar.com
Itto Sushi,https://ittoutah.com,OSM (fill),022052022,,,lym0907@gmail.com,none,lym0907@gmail.com
Tresor Jewelers,https://www.tresorjewelers.com,OSM (fill),014560575,,,tresorjewelers@aol.com,none,tresorjewelers@aol.com
City View Memoriam,https://www.cityviewmemoriam.com,OSM (fill),04932276,,,cityviewmortuary@gmail.com,none,cityviewmortuary@gmail.com
IME,https://imeut.com,OSM (fill),02109252,,,imeutahsales@gmail.com,none,imeutahsales@gmail.com
Argentina's Best Empanadas,https://www.argentinasbestslc.com,OSM (fill),02872753,,,catering@argentinasbestslc.com,none,catering@argentinasbestslc.com; empanadas@argentinasbestslc.com
Millcreek Coffee Roasters,https://www.millcreekcoffee.com,OSM (fill),08535885713947649191,,,info@millcreekcoffee.com,none,info@millcreekcoffee.com
Oh Mai,https://www.ohmaisandwichkitchen.com,OSM (fill),026015406,,,ohmaidowntown2014@gmail.com,none,ohmaidowntown2014@gmail.com; ohmaiholladay2012@gmail.com; ohmaistate@gmail.com; outthedoormillcreek@gmail.com; tran.anna887@gmail.com
Peterson Company,https://www.peterson-co.com,OSM (fill),0250123,,,denadmin@peterson-co.com,none,denadmin@peterson-co.com; slcadmin@peterson-co.com
City Cakes,https://www.citycakescafe.com/location/salt-lake-city,OSM (fill),0291881468,,,citycakesslc@citycakescafe.com,none,citycakesslc@citycakescafe.com; customercare@citycakescafe.com
Capriotti's Sandwich Shop,https://capriottis.com,OSM (fill),07624607580160,,,billbyrd@pmtd.com,none,billbyrd@pmtd.com; customerrelations@capriottis.com; faysal.bohmo@gmail.com
Louis Vuitton,https://us.louisvuitton.com/eng-us/point-of-sale/usa/louis-vuitton-city-creek-center,OSM (fill),0343260715123811,Closing Days,Team Member,closing.days@us.louisvuitton.com,website,concierge@contact.louisvuitton.com; personaldata.us@louisvuitton.com; u003eus@contact.louisvuitton.com; uk@contact.louisvuitton.com; us@contact.louisvuitton.com; closing.days@us.louisvuitton.com
East Liberty Tap House,https://www.eastlibertytaphouse.com,OSM (fill),05171850,,,info@eastlibertytaphouse.com,none,info@eastlibertytaphouse.com
Salon BLAC,https://salonBLAC.com,OSM (fill),03811570211078528,,,salonblac@gmail.com,none,info@salonblac.com; salonblac@gmail.com
Hub & Spoke Diner,https://www.hubandspokediner.com,OSM (fill),0732552,,,hsinfo@hubandspokediner.com,none,hsinfo@hubandspokediner.com
Just Organic Juice,https://www.justorganicjuice.com,OSM (fill),07302464820884,,,hi@mystore.com,none,hi@mystore.com
Chipotle,https://locations.chipotle.com/ut/salt-lake-city/734-e-400-s,OSM (fill),01020103,,,ut.2980.400south@chipotle.com,none,ut.2980.400south@chipotle.com
Nono,https://www.nonopizza.com,OSM (fill),017023580,,,events@nonaslc.com,none,events@nonaslc.com
BTG Wine Bar,http://btgwinebar.com,OSM (fill),01520153,,,info@caffemolise.com,none,info@caffemolise.com
Golden Braid Books,https://www.goldenbraidslc.com,OSM (fill),0307588117,,,info@goldenbraidslc.com,none,info@goldenbraidslc.com
Caffe Molise,http://caffemolise.com,OSM (fill),0931787892,,,info@caffemolise.com,none,info@caffemolise.com
Lake Effect,https://lakeeffectslc.com,OSM (fill),+18015322068,,,johndoe@gmail.com,none,johndoe@gmail.com
Tin Angel At The Eccles,https://thetinangel.com,OSM (fill),,,,thetinangel@gmail.com,none,thetinangel@gmail.com
Handosake,https://handosake.com,OSM (fill),026024342,,,info@handosake.com,none,info@handosake.com
London Belle,https://www.londonbelleslc.com,OSM (fill),01520153,,,info@londonbelleslc.com,none,info@londonbelleslc.com
Cupla Coffee,https://cuplacoffee.com,OSM (fill),01520153,,,hi@useperfect.com,none,hi@useperfect.com
Jed's Barber Shop,https://jedsbarbershop.com,OSM (fill),0241104,,,info@jedsbarbershop.com,none,info@jedsbarbershop.com; jobs@jedsbarbershop.com
Art Cafe,https://artcafeslc.com,OSM (fill),05338494599912611769,,,artcafeslc@gmail.com,none,info@stagheaddesigns.com; artcafeslc@gmail.com
Arempa's,https://www.arempas.com,OSM (fill),04900491,,,arempasllc@gmail.com,none,arempasllc@gmail.com
Bennion Jewelers,https://www.bennionjewelers.com,OSM (fill),07853951162160716746,,,info@bennionjewelers.com,none,info@bennionjewelers.com
Athleta,https://athleta.gap.com/stores/ut/saltlakecity/athleta-4908.html,OSM (fill),0661776,,,faysal.bohmo@gmail.com,none,faysal.bohmo@gmail.com
Salt Lake Brewing Company,https://www.saltlakebrewingco.com/squatters,OSM (fill),0202620,,,info@squatterspubs.com,none,info@squatterspubs.com
Albion,https://www.albionfit.com/pages/city-creek,OSM (fill),0260507,,,collabs@albionfit.com,none,info@stagheaddesigns.com; collabs@albionfit.com; u003ecollabs@albionfit.com
